Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Gift Card,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / Condition,Google Shopping / Custom Product,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Weight Unit,Variant Tax Code,Cost per item,Status
9120002103,Dometic Reunion FTG 5X5 REDUX,"<div>Designed to pack down small and pitch fast, the inflatable Dometic Reunion FTG camping tent ensures quick, effective shelter for up to 5 people. Constructed using lightweight Weathershield REDUX polyester, woven from yarn made from recycled plastic bottles, it’s high-performance and extremely reliable. The Reunion FTG features an all-round bug proof design without compromising airflow, the lightweight mesh construction keeps you cool even in warm climates. Should the weather change and the rain come down, simply clip-on the flysheet and continue your adventure.</div>",Dometic,,Default,"Default, Car Camping, Camping Tents, Inflatable Tents, Family Tents",TRUE,Title,Default Title,9120002103,14200,shopify,0,continue,manual,12607.83,TRUE,FALSE,9120002103,https://www.dometic.com/media/catalog/product/9/6/96905-primary_4.png?format=jpg,1,FALSE,,,,new,,,g,,12607.83,active
9120002103,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/3/93416_7.jpg?format=jpg,2,,,,,,,,,,,
9120002103,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/3/93468-hover_4.jpg?format=jpg,3,,,,,,,,,,,
9120002103,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/4/94019_4.png?format=jpg,4,,,,,,,,,,,
9120002103,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/4/94280_4.png?format=jpg,5,,,,,,,,,,,
9120002103,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/6/96885_4.png?format=jpg,6,,,,,,,,,,,
9120002116,Dometic Pico FTC 1X1 TC,"<div>Jump out the car and set up camp with the Dometic Pico FTC. Featuring an integrated inflatable mattress and durable inflatable frame, the Dometic Pico is the ideal all-in-one tent for solo campers. The convenient carry bag includes backpack straps for easy transport on foot over short and longer distance. The advanced polycotton material provides protection from the elements and ensures you remain comfortable and dry throughout your camping trip.</div>",Dometic,,Default,"Default, Car Camping, Camping Tents, Inflatable Tents",TRUE,Title,Default Title,9120002116,9300,shopify,0,continue,manual,7882.61,TRUE,FALSE,9120002116,https://www.dometic.com/media/catalog/product/9/4/94041-primary_4.png?format=jpg,1,FALSE,,,,new,,,g,,7882.61,active
9120002116,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/1/2/123304_4.jpg?format=jpg,2,,,,,,,,,,,
9120002116,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/4/94028_4.png?format=jpg,3,,,,,,,,,,,
9120002116,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/4/94030_4.png?format=jpg,4,,,,,,,,,,,
9120002116,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/4/94277_4.png?format=jpg,5,,,,,,,,,,,
9120002128,Dometic Footprint Reunion FTG 5X5,"<div>Keep your inflatable tent clean and protected when pitching on wet ground with Dometic's durable, non-breathable tent footprint. Tailored to fit your tent, the footprint comes in a carry bag for convenient transportation and storage.</div>",Dometic,,Default,"Default, Car Camping, Accessories",TRUE,Title,Default Title,9120002128,1600,shopify,0,continue,manual,938.26,TRUE,FALSE,9120002128,https://www.dometic.com/media/catalog/product/7/7/77640-primary_3_4.png?format=jpg,1,FALSE,,,,new,,,g,,938.26,active
9120002131,Dometic Footprint Pico FTC 2X2,"<div>Keep your inflatable tent clean and protected when pitching on wet ground with Dometic's durable, non-breathable tent footprint. Tailored to fit your tent, the footprint comes in a carry bag for convenient transportation and storage.</div>",Dometic,,Default,"Default, Car Camping, Accessories",TRUE,Title,Default Title,9120002131,1000,shopify,0,continue,manual,560.87,TRUE,FALSE,9120002131,https://www.dometic.com/media/catalog/product/7/7/77640-primary_3_6.png?format=jpg,1,FALSE,,,,new,,,g,,560.87,active
9600025764,Dometic CFX3 35,"<div>This ultimate powered cooler produces seriously impressive cooling, allowing you to bring more of the food and drinks you love wherever you go. Its robust design is built for tough outdoor use. Enjoy efficient cooling and freezing with convenience thanks to a mobile app which puts the control of your Dometic CFX3 at your fingertips. Go further, stay longer, and experience more.</div>",Dometic,,COOLERS,"COOLERS, POWERED COOLERS, Default, Coolers, Electric Coolers, CFX3, Professional, Mobile Delivery Solutions, Compressor coolers",TRUE,Title,Default Title,9600025764,20500,shopify,0,continue,manual,8673.91,TRUE,FALSE,9600025764,https://www.dometic.com/media/catalog/product/9/6/96794-primary_2_1.png?format=jpg,1,FALSE,,,,new,,,g,,8673.91,active
9600025764,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/6/9/69369_2_1.png?format=jpg,2,,,,,,,,,,,
9600025766,Dometic CFX3 55,"<div>This ultimate powered cooler produces seriously impressive cooling, allowing you to bring more of the food and drinks you love wherever you go. Its robust design is built for tough outdoor use. Enjoy efficient cooling and freezing with convenience thanks to a mobile app which puts the control of your Dometic CFX3 at your fingertips. Go further, stay longer, and experience more.</div>",Dometic,,COOLERS,"COOLERS, POWERED COOLERS, Default, Coolers, Electric Coolers, CFX3, Professional, Mobile Delivery Solutions, Compressor coolers",TRUE,Title,Default Title,9600025766,24700,shopify,0,continue,manual,9873.91,TRUE,FALSE,9600025766,https://www.dometic.com/media/catalog/product/9/6/96804-primary_3.png?format=jpg,1,FALSE,,,,new,,,g,,9873.91,active
9600025766,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/6/9/69382_2.png?format=jpg,2,,,,,,,,,,,
9600025767,Dometic CFX3 55IM,"<div>This ultimate powered cooler produces seriously impressive cooling, allowing you to bring more of the food and drinks you love wherever you go. Its robust design is built for tough outdoor use. Enjoy efficient cooling and freezing with convenience thanks to a mobile app which puts the control of your Dometic CFX3 at your fingertips. Go further, stay longer, and experience more.</div>",Dometic,,COOLERS,"COOLERS, POWERED COOLERS, Default, Coolers, Electric Coolers, CFX3",TRUE,Title,Default Title,9600025767,25800,shopify,0,continue,manual,10717.39,TRUE,FALSE,9600025767,https://www.dometic.com/media/catalog/product/9/6/96804-primary_3_1.png?format=jpg,1,FALSE,,,,new,,,g,,10717.39,active
9600025767,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/6/9/69385_2.png?format=jpg,2,,,,,,,,,,,
9600025767,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/7/1/71566_2.jpg?format=jpg,3,,,,,,,,,,,
9600025767,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/7/5/75184_2.jpg?format=jpg,4,,,,,,,,,,,
9600028369,Dometic CFX3 25,"<div>This powerful cooler allows you to bring more of the food and drinks you love, wherever you go. Its robust design is built for outdoor use, while its convenient mobile app puts the control of your Dometic CFX3 at your fingertips. Go further, stay longer, and experience more.</div>",Dometic,,COOLERS,"COOLERS, POWERED COOLERS, Default, Coolers, Electric Coolers",TRUE,Title,Default Title,9600028369,15400,shopify,0,continue,manual,8065.22,TRUE,FALSE,9600028369,https://www.dometic.com/media/catalog/product/9/6/96801-primary_2_3.png?format=jpg,1,FALSE,,,,new,,,g,,8065.22,active
9600028369,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/7/6/76651_2_3.png?format=jpg,2,,,,,,,,,,,
9600028369,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/8/2/82765_3.png?format=jpg,3,,,,,,,,,,,
9600028369,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/5/95677_2_2.jpg?format=jpg,4,,,,,,,,,,,
9600028369,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/7/97654_2.png?format=jpg,5,,,,,,,,,,,
9600028369,,,,,,,,,,,,,,,,,,,,https://www.dometic.com/media/catalog/product/9/8/98684-hover_2.jpg?format=jpg,6,,,,,,,,,,,
